ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Support
10131014749,30 oct. 2023 à 13:22:14,Balade 30/10/23 l'après-midi,Vélo,Balade avec [strava://athletes/115878621/16]Jonathan Berland et [strava://athletes/124027536/16]Nathanaël Durand ,8232,"35,67",,,false,,VTT Nakamura ,activities/10851926148.fit.gz,,,8232.0,6101.0,35678.4,12.229,5.848,273.3,320.0,46.8,111.1,8.9,0.0,,,,,,,,124.0,851.0,,,,,,,,,4.0,,,,,0.0,67.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,4.334,4534.8,,,,,,,,,,,,,,,,,media/7d52f4bb-116b-4f50-8aa3-61ca9d83dcce.jpg|media/f383a3a5-650a-46ea-8e0e-e74cd438e5df.jpg
10198143874,10 nov. 2023 à 09:40:52,Entraînement le matin,Entraînement,,5008,0,,,false,,,activities/10922012759.fit.gz,,,5008.0,5008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,695.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
10640977124,27 janv. 2024 à 15:00:47,Balade 27/01/24 l'après-midi,Vélo,"Petite balade pour essayer de faire disparaitre les douleurs.
Balade avec [strava://athletes/123247892/14]Oanell Gournay ",4683,"10,55",,,false,,VTT Nakamura ,activities/11382205591.fit.gz,,,4683.0,2425.0,10558.8,12.271,4.354,99.5,116.0,45.8,106.2,43.1,0.0,,,,,,,,83.0,272.0,,,,,,,,,2.0,,,,,0.0,11.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.255,3493.9,,,,,,,,,,,,,,,,,media/220f77c9-5011-4af4-8aa3-72fecf39375c.jpg|media/0480ef17-0fde-48cd-8587-d53844543df5.jpg|media/2e4d2153-babb-40ac-83d2-fd5c0fd117dd.jpg
11120142753,6 avr. 2024 à 14:34:59,Balade 06/04/24 l'après-midi,Vélo,Balade avec [strava://athletes/123247892/14]Oanell Gournay ,3117,"7,96",,,false,,VTT Nakamura ,activities/11885688472.fit.gz,,,3117.0,1420.0,7961.5,13.1,5.607,91.0,104.0,58.8,105.5,12.4,0.0,,,,,,,,126.0,191.0,,,,,,,,,4.0,,,,,0.0,15.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.554,5478.9,,,,,,,,,,,,,,,,,""
11142891232,9 avr. 2024 à 16:01:09,Balade 09/04/24 en soirée,Vélo,"",2176,"10,66",,,false,,VTT Nakamura ,activities/11909198337.fit.gz,,,2176.0,1869.0,10661.3,10.933,5.704,99.1,104.0,45.0,105.5,9.9,0.0,,,,,,,,120.0,249.0,,,,,,,,,4.0,,,,,0.0,20.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,4.899,5666.1,,,,,,,,,,,,,,,,,media/3678085e-8f94-4f26-b30b-b5defdacf791.jpg
11164970970,12 avr. 2024 à 14:14:37,Balade 12/04/24 l'après-midi,Vélo,"",3911,"17,73",,,false,,VTT Nakamura ,activities/11931833321.fit.gz,,,3911.0,3007.0,17733.1,10.5,5.897,157.1,159.0,40.3,105.4,35.6,0.0,,,,,,,,125.0,599.0,,,,,,,,,4.0,,,,,0.0,33.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,4.534,7085.0,,,,,,,,,,,,,,,,,media/d58a2784-fb8f-4d7c-9d33-6f0eab1b2ff1.jpg
11362136285,8 mai 2024 à 15:22:35,Marche dans l'après-midi,Marche,,3131,"3,27",,,false,,,activities/12134901873.fit.gz,,,3131.0,2786.0,3271.9,2.54,1.174,2.3,65.0,1.1,3.6,3.2,0.0,,,82.0,51.0,,,,,222.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.045,1189.8,,,,4476.0,,,,,,,,,,,,,""
11386423297,11 mai 2024 à 14:52:05,Balade 11/05/24 l'après-midi,Vélo,"",3369,"8,44",,,false,,VTT Nakamura ,activities/12159893999.fit.gz,,,3369.0,1610.0,8441.7,10.46,5.243,59.6,92.0,56.1,111.1,4.6,-0.2,,,,,,,,100.0,256.0,,,,,,,,,4.0,,,,,0.0,17.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.506,3570.2,,,,,,,,,,,,,,,,,""
11517908026,28 mai 2024 à 15:56:12,Balade 28/05/24 l'après-midi,Vélo,"",2097,"11,49",,,false,,VTT Nakamura ,activities/12295374135.fit.gz,,,2097.0,2040.0,11494.8,11.96,5.635,101.2,105.0,49.5,105.5,40.3,0.0,,,,,,,,117.0,401.0,,,,,,,,,4.0,,,,,0.0,22.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,5.482,4540.8,,,,,,,,,,,,,,,,,""
11533104474,30 mai 2024 à 14:00:57,Sortie VTT 30/05/24 dans l'après-midi,Vélo,"",2742,"11,03",,,false,,VTT Nakamura ,activities/12311031577.fit.gz,,,2742.0,2092.0,11035.0,10.54,5.275,116.3,148.0,60.3,115.8,35.2,0.0,,,,,,,,114.0,387.0,,,,,,,,,3.0,,,,,0.0,17.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,4.024,8186.2,,,,,,,,,,,,,,,,,media/1f63dc31-144d-46c3-9a45-10e8bfcdcf9f.mp4
11572054535,4 juin 2024 à 14:33:23,Sortie VTT dans l'après-midi,Vélo,"",3888,"20,59",,,false,,VTT Nakamura ,activities/12351175577.fit.gz,,,3888.0,3523.0,20597.4,11.52,5.847,169.1,178.0,35.5,105.5,9.3,0.0,,,,,,,,125.0,727.0,,,,,,,,,4.0,,,,,0.0,39.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,5.298,11431.3,,,,,,,,,,,,,,,,,media/b6b3e1c2-a212-41d7-bf71-9eeda8cc9b15.jpg
11574514717,10 août 2023 à 17:50:03,Sortie VTT en soirée,Vélo,"",5917,"17,07",,,false,,VTT Nakamura ,#error#,,,5917.0,4832.0,17078.3,10.882,3.534,345.4,366.0,1195.3,1402.2,25.0,0.0,,,,,,,,93.0,502.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.886,12403.4,,,,,,,,,,,,,,,,,""
11574516646,2 août 2023 à 16:11:12,Sortie VTT en soirée,Vélo,"",9709,"20,31",,,false,,VTT Nakamura ,#error#,,,9709.0,6664.0,20312.6,10.04,3.048,408.7,328.0,1153.6,1417.7,38.9,0.8,,,,,,,,80.0,596.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.092,9246.1,,,,,,,,,,,,,,,,,""
11635955929,12 juin 2024 à 14:54:08,Sortie VTT dans l'après-midi,Vélo,"",2447,"14,75",,,false,,VTT Nakamura ,activities/12416880434.fit.gz,,,2447.0,2447.0,14749.7,11.883,6.028,132.3,128.0,47.6,105.5,9.7,0.0,,,,,,,,135.0,441.0,,,,,,,,,3.0,,,,,0.0,20.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,6.028,2976.7,,,,,,,,,,,,,,,,,""
11728073167,24 juin 2024 à 14:07:44,Sortie VTT dans l'après-midi,Vélo,"",2514,"11,91",,,false,,VTT Nakamura ,activities/12511800272.fit.gz,,,2514.0,2074.0,11918.6,12.0,5.747,107.0,117.0,44.4,104.7,9.0,0.0,,,,,,,,128.0,385.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,4.741,4399.8,,,,,,,,,,,,,,,,,""
11753173319,6 oct. 2023 à 12:14:07,Sortie VTT au Lambon,Vélo,Balade avec [strava://athletes/124027536/16]Nathanaël Durand ,13233,"39,31",,,false,"",VTT Nakamura ,activities/12537477579.gpx.gz,,,13233.0,6659.0,39313.0,12.0,5.904,430.3,429.1,76.1,153.1,12.1,0.0,,,,,,,,140.0,1037.0,,,,,,,,,4.0,,,,,0.0,73.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.971,14326.2,,,,,,,,,,,,,,,,,media/c0dcb748-3139-45c7-b2a8-ee3621356fd4.jpg|media/2ac165ac-27de-44e1-b0e3-b1690b3368a5.jpg|media/1fb12a6e-66c9-4f29-b348-8bdc5d0aef5d.jpg
11753220489,8 oct. 2023 à 14:57:02,Sortie VTT dans l'après-midi,Vélo,Sortie avec [strava://athletes/125083455/15]Loudwyk Laurent ,7437,"9,46",,,false,"",VTT Nakamura ,activities/12537525362.gpx.gz,,,7437.0,1444.0,9460.4,10.943,6.552,55.4,55.2,93.9,138.4,4.0,0.0,,,,,,,,152.0,244.0,,,,,,,,,2.0,,,,,0.0,6.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.272,453.0,,,,,,,,,,,,,,,,,media/5a06680e-0f63-4838-a686-c38948481017.mp4
11753238774,9 juin 2024 à 11:56:52,Sortie VTT dans l'après-midi,Vélo,"Grosse sortie avec [strava://athletes/115878621/16]Jonathan Berland , [strava://athletes/124027536/16]Nathanaël Durand , Jérémy et Rudy",17400,"59,63",,,false,"",VTT Nakamura ,activities/12537543938.gpx.gz,,,17400.0,11387.0,59631.7,13.4,5.237,345.3,339.9,5.2,105.6,8.9,0.0,,,,,,,,106.0,1341.0,,,,,,,,,7.0,,,,,0.0,363.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,3.427,19542.4,,,,,,,,,,,,,,,,,media/1648984b-2dbb-4404-8dd4-6704c2f7bbce.jpg|media/cf6294e3-3f08-4978-a042-bb61ef093ce9.jpg|media/7fe6d926-6ff6-44a5-b471-b1e52aecb4a1.jpg|media/8d499b4f-85e6-45cd-a403-704ea3c9e0af.jpg
11753280466,27 juin 2024 à 12:06:47,Sortie VTT avec le Jo,Vélo,Sortie avec [strava://athletes/115878621/16]Jonathan Berland ,12981,"44,27",,,false,"",VTT Nakamura ,activities/12537586736.gpx.gz,,,12981.0,8117.0,44269.2,13.34,5.454,406.4,406.3,16.4,105.5,8.4,0.0,,,,,,,,114.0,1028.0,,,,,,,,,4.0,,,,,0.0,90.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,3.41,3104.5,,,,,,,,,,,,,,,,,media/3570dfbc-9a4b-4c86-8680-42ff43dcfa2d.jpg|media/39dfca9d-9ea5-42aa-af4b-2a98d79fcc37.jpg|media/b305db25-03dc-474d-8e7f-dba9af1aaa57.jpg
11800746763,3 juil. 2024 à 18:03:23,Premier test du vélo,Vélo,"Test du nouveau vélo de route 🚴🏻
La montre qui s'éteint au millieu... ",538,"4,04",138.0,2,false,,VELO Triban,activities/12586577749.fit.gz,,,538.0,538.0,4045.6,10.788,7.52,15.6,55.0,60.3,105.3,5.6,-0.9,,,,,138.0,119.0,,85.0,51.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,7.52,242.7,,,,,,,,,,,,,,,,,""
11806421509,4 juil. 2024 à 11:20:00,Sortie vélo avec la petite sœur,Vélo,Balade avec [strava://athletes/141517218/13]Maélie Benoit ,7818,"23,85",158.0,35,false,,VELO Triban,activities/12592437059.fit.gz,,11.3,7818.0,4495.0,23853.6,12.615,5.307,202.9,246.0,33.1,105.3,39.0,0.0,,,,,158.0,131.0,,78.0,471.0,,,35.0,,,,,,3.0,,,,,0.0,37.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,3.051,1471.3,,,,,,,,,,,,,,,,,media/5aae696a-4745-4c74-8523-99f1acdd37ca.jpg|media/88dd6165-20fa-4450-a0f3-af564578793d.jpg|media/02c75cf0-8551-4daf-bf7e-fade0f1df169.jpg
11809067379,4 juil. 2024 à 18:01:34,Sortie vélo en soirée,Vélo,"",1648,"10,50",175.0,28,false,,VELO Triban,activities/12595153823.fit.gz,,11.3,1648.0,1464.0,10501.6,12.013,7.173,86.9,88.0,81.7,138.4,6.2,0.0,,,,,175.0,144.0,,117.0,221.0,,,28.0,,,,,,4.0,,,,,0.0,16.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,6.372,3092.1,,,,,,,,,,,,,,,,,""
11814186979,5 juil. 2024 à 12:00:09,Sortie vélo dans l'après-midi,Vélo,Balade sportive avec [strava://athletes/124027536/16]Nathanaël Durand ,3849,"21,87",177.0,81,false,,VELO Triban,activities/12600460693.fit.gz,,11.3,3849.0,3203.0,21875.8,13.996,6.83,162.0,204.0,41.3,144.0,13.4,0.0,,,,,177.0,152.0,,105.0,527.0,,,81.0,,,,,,4.0,,,,,0.0,35.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,5.683,1986.6,,,,,,,,,,,,,,,,,""
11837570777,8 juil. 2024 à 11:28:36,Allons chercher les résultats du bac,Vélo,Route avec [strava://athletes/124027536/16]Nathanaël Durand ,6907,"24,62",180.0,102,false,,VELO Triban,activities/12624692373.fit.gz,,11.3,6907.0,3828.0,24619.5,12.434,6.431,195.5,222.0,31.8,105.6,44.7,0.0,,,,,180.0,152.0,,97.0,594.0,,,102.0,,,,,,3.0,,,,,0.0,31.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,3.564,1475.4,,,,,,,,,,,,,,,,,""
11894501521,15 juil. 2024 à 12:16:29,Sortie vélo avec Jo,Vélo,Grande balade avec [strava://athletes/115878621/16]Jonathan Berland avant que tout le monde parte en vacances ,11720,"51,74",178.0,259,false,,VELO Triban,activities/12683613116.fit.gz,,11.3,11720.0,7839.0,51743.2,14.81,6.601,504.1,602.0,16.4,115.2,11.8,0.0,,,,,178.0,159.0,,109.0,1293.0,,,259.0,,,,,,4.0,,,,,0.0,87.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,4.415,1950.2,,,,,,,,,,,,,,,,,media/b4675efe-aa27-4b6b-8a0d-10cc51193819.jpg|media/504a9c58-8db4-4936-9f5c-9c26cc560616.jpg
11912584906,17 juil. 2024 à 12:03:43,Sortie vélo à Coulon,Vélo,"Sortie avec [strava://athletes/153698769/7]Jérem P . Faire des chemins avec un vélo de route 🥲
A la recherche d'une famille pour les chiens errants...",18126,"58,16",182.0,274,false,"",VELO Triban,activities/12702297233.gpx.gz,,11.3,18126.0,10334.0,58159.8,13.642,5.628,371.1,371.3,4.2,105.3,9.8,0.0,,,,,182.0,153.0,,73.0,838.0,,,274.0,,,,,,3.0,,,,,0.0,86.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,3.209,6522.8,,,,,,,,,,,,,,,,,media/08ff3c48-0153-4925-a77f-6fd3db894201.jpg|media/022a4fa2-1b73-41dd-9f8b-7bb8c11292ac.jpg
11970818943,24 juil. 2024 à 11:38:02,Grande balade avec Jérémy,Vélo,"",18568,"54,82",184.0,279,false,"",VTT Nakamura ,activities/12762744572.gpx.gz,,11.3,18568.0,10676.0,54828.5,11.725,5.136,509.1,509.4,14.9,105.6,10.4,0.0,,,,,184.0,153.0,,109.0,1297.0,,,279.0,,,,,,4.0,,,,,0.0,118.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.953,22196.9,,,,,,,,,,,,,,,,,media/48ecabfc-fc64-4380-8d89-303b2d182d8b.jpg|media/38d5e265-ead4-4d89-9e08-0ca476fea6a5.jpg
11985507541,26 juil. 2024 à 11:48:16,Sortie vélo dans l'après-midi,Vélo,"",3891,"21,53",174.0,94,false,,VELO Triban,activities/12777982410.fit.gz,,11.3,3891.0,3412.0,21529.7,14.404,6.31,254.3,245.0,64.5,144.3,9.2,0.0,,,,,174.0,155.0,,110.0,555.0,,,94.0,,,,,,4.0,,,,,0.0,37.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,5.533,3597.3,,,,,,,,,,,,,,,,,""
12009759942,29 juil. 2024 à 12:10:31,Entraînement Rameur,Entraînement,"",2072,0,158.0,8,false,,,activities/12803290480.fit.gz,,,2072.0,2072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,158.0,115.0,,,157.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
12077911039,6 août 2024 à 13:04:12,Marche dans l'après-midi,Marche,"",6461,"7,62",154.0,15,false,,Kiprun KS900,activities/12874333998.fit.gz,,,6461.0,5076.0,7621.7,2.28,1.502,83.3,203.0,75.3,111.0,7.3,0.0,,,65.0,54.0,154.0,108.0,,,449.0,,,15.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,18935828.0,,,,,,,,,,0.0,1.18,5344.1,,,,9064.0,,,,,,,,,,,,,""
12177383878,18 août 2024 à 08:35:18,Sortie VTT le matin,Vélo,"",5114,"8,40",148.0,7,false,"",VTT Nakamura ,activities/12981739685.fit.gz,,11.3,5114.0,1866.0,8402.5,10.917,4.503,20.0,59.0,3.1,9.1,3.6,0.0,,,,,148.0,116.0,,93.0,160.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.643,273.7,,,,,,,,,,,,,,,,,""
12180337802,18 août 2024 à 12:52:52,Sortie VTT dans l'après-midi,Vélo,"",7810,"14,69",167.0,19,false,"",VTT Nakamura ,activities/12984950979.gpx.gz,,11.3,7810.0,3216.0,14696.6,10.886,4.57,18.0,16.4,1.6,9.0,6.2,0.0,,,,,167.0,126.0,,86.0,308.0,,,19.0,,,,,,1.0,,,,,,7.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.882,1682.6,,,,,,,,,,,,,,,,,""
12195609517,20 août 2024 à 08:19:08,Marche tout au tour de l'île d'Aix,Marche,"",14678,"8,64",112.0,15,false,"",,activities/13001937278.gpx.gz,,,14678.0,7440.0,8643.0,7.524,1.162,27.0,27.0,3.7,16.6,43.3,0.0,,,106.0,50.0,112.0,91.0,,,701.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.589,4091.4,,,,,,,,,,,,,,,,,media/c226b7fa-8527-4767-94a8-d2e7cf79256e.jpg|media/e49a1495-5f9d-4ecd-ac39-0d444ca5bad8.jpg|media/fe6ffb42-6a69-4acb-b18c-12d328e64436.jpg
12203080185,21 août 2024 à 07:52:07,Balade avec le père,Vélo,"",6323,"21,77",171.0,33,false,,VTT Nakamura ,activities/13010030181.fit.gz,,11.3,6323.0,4452.0,21776.6,10.418,4.891,31.7,189.0,2.3,11.5,7.3,0.0,,,,,171.0,128.0,,98.0,448.0,,,33.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,3.444,11728.6,,,,,,,,,,,,,,,,,""
12211938413,22 août 2024 à 09:23:30,Sortie vélo le midi,Vélo,"",2043,"4,14",168.0,10,false,,VTT Nakamura ,activities/13019206517.fit.gz,,11.3,2043.0,743.0,4148.4,9.5,5.583,10.0,31.0,3.1,8.5,8.7,0.0,,,,,168.0,135.0,,127.0,101.0,,,10.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.031,137.6,,,,,,,,,,,,,,,,,""
12212029604,21 août 2024 à 14:45:11,Allons à la plage,Vélo,"",7293,"7,70",148.0,8,false,"",VTT Nakamura ,activities/13019302103.gpx.gz,,11.3,7293.0,1455.0,7707.2,10.12,5.297,8.1,6.8,2.3,8.3,3.3,0.0,,,,,148.0,126.0,,108.0,176.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.057,2819.6,,,,,,,,,,,,,,,,,""
12212097672,13 août 2024 à 11:52:02,Sortie au plan d eau,Vélo,"",16490,"17,21",176.0,65,false,"",VELO Triban,activities/13019372941.gpx.gz,,11.3,16490.0,2657.0,17212.1,14.474,6.478,194.5,199.0,37.7,115.2,8.4,0.0,,,,,176.0,151.0,,109.0,324.0,,,65.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,1.044,1100.8,,,,,,,,,,,,,,,,,""
12220519255,23 août 2024 à 07:55:21,Sortie VTT avec le père,Vélo,"",9239,"25,25",179.0,54,false,,VTT Nakamura ,activities/13028123892.fit.gz,,11.3,9239.0,4661.0,25250.7,10.286,5.417,31.6,104.0,1.1,10.4,4.1,0.0,,,,,179.0,134.0,,113.0,529.0,,,54.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,2.733,8324.0,,,,,,,,,,,,,,,,,""
12493403409,24 sept. 2024 à 15:55:26,Color Campus,Course à pied,Petite course organisée par l'université de Poitiers ,1927,"4,77",,,false,,,activities/12493403409.gpx,,,1927.0,1773.0,4772.9,4.746,2.692,8.1,8.1,9.2,15.3,3.5,0.0,,,,,,,,,388.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4779.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.477,1448.9,,,,,,,,,2.696,,,,,,,,media/1c2ee874-8657-4e33-a614-ce6eb73eb7d4.jpg|media/2628b785-73ed-4bbf-9bb4-394130695b44.jpg
12565920237,3 oct. 2024 à 11:13:12,Allons au sport,Vélo,"",14332,"14,04",182.0,32,false,"",VTT Nakamura ,activities/13397737837.gpx.gz,,11.3,14332.0,2639.0,14046.6,12.14,5.323,140.3,140.7,21.5,67.2,7.4,0.0,,,,,182.0,135.0,,113.0,334.0,,,32.0,,,,,,3.0,,,,,0.0,21.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,0.98,1879.0,,,,,,,,,,,,,,,,,media/8d919082-388b-4797-8668-293ccdc90b59.jpg
12622203205,10 oct. 2024 à 12:21:53,Allons au sport,Vélo,"",11035,"14,77",,,false,,VTT Nakamura ,activities/12622203205.gpx,,14.2,11035.0,3096.0,14775.1,12.29,4.772,134.8,161.3,19.9,67.2,10.6,-0.2,,,,,,,,111.0,385.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.339,2508.3,,,,,,,,,,,,,,,,,""
12622967484,5 oct. 2024 à 14:57:53,Balade avec Madame,Vélo,"",6670,"14,11",142.0,12,false,"",VELO Triban,activities/13457918662.gpx.gz,,11.3,6670.0,3297.0,14111.4,15.46,4.28,125.0,124.7,44.8,105.3,7.8,0.0,,,,,142.0,121.0,,56.0,204.0,,,12.0,,,,,,3.0,,,,,,27.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,2.116,1026.5,,,,,,,,,,,,,,,,,""
13102007083,14 nov. 2024 à 13:01:35,Direction badminton,Vélo,"",11572,"16,19",180.0,63,false,"",VTT Nakamura ,activities/13971922812.gpx.gz,,11.3,11572.0,3154.0,16198.1,11.413,5.136,153.8,153.3,19.9,67.2,11.5,0.0,,,,,180.0,145.0,,111.0,390.0,,,63.0,,,,,,4.0,,,,,,35.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.4,346.8,,,,,,,,,,,,,,,,,""
13102022340,7 nov. 2024 à 13:23:02,Direction le badminton,Vélo,"",10087,"16,46",180.0,62,false,"",VTT Nakamura ,activities/13971938849.gpx.gz,,11.3,10087.0,3304.0,16460.0,11.42,4.982,161.5,161.2,19.9,67.2,7.5,0.0,,,,,180.0,145.0,,106.0,392.0,,,62.0,,,,,,4.0,,,,,,36.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,1.632,366.9,,,,,,,,,,,,,,,,,""
13154708499,20 déc. 2024 à 12:09:49,Reprise du sport après un moi et demi de dispense,Vélo,,2131,"12,89",,,false,,VELO Triban,activities/13154708499.gpx,,11.3,2131.0,1816.0,12891.3,11.02,7.099,61.1,61.1,94.2,144.2,5.1,0.0,,,,,,,,109.0,220.0,,,,,,,,,4.0,,,,,0.0,20.0,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,6.049,449.5,,,,,,,,,,,,,,,,,""
13412774552,21 janv. 2025 à 10:14:45,Sur la pause midi,Vélo,"",3961,"19,72",,,false,,VTT Nakamura ,activities/13412774552.gpx,,14.2,3961.0,3961.0,19724.2,11.22,4.98,175.4,175.7,35.4,105.6,12.2,0.0,,,,,,,,104.0,460.0,,,,,,,,,4.0,,,,,0.0,44.0,0.0,,1.0,,,,,,,,,,,,,,,,13209266.0,,,,,,,,,,,0.0,4.98,11465.2,,,,,,,,,,,,,,,,,""
13796563811,5 mars 2025 à 12:40:40,Sortie vélo avec la petite sœur,Vélo,"",8839,"26,57",155.0,40,false,,VELO Triban,activities/14724954211.fit.gz,,11.3,8839.0,5505.0,26575.5,14.367,4.828,243.8,281.0,32.2,105.5,46.2,0.0,,,,,155.0,130.0,,63.0,542.0,,,40.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14579663.0,,,,,,,,,,,0.0,3.007,2977.3,,,,,,,,,,,,,,,,,""
